288.87,288.87,288.87,288.87,288.87,288.87,288.87,288.87,288.87,288.87,288.87,288.87,1502.82,1502.82,1502.82,1502.82,1502.82,1502.82,1502.82,1502.82
-5.81,-4.71,321.53,321.53,321.53,321.53,321.53,650.11,650.11,650.11,650.11,650.11,650.11,650.11,650.11,650.11,650.11,650.11,650.11,650.11
-3.52,-3.52,-3.52,321.53,321.53,321.53,321.53,321.53,321.53,80.75,80.75,80.75,80.75,80.75,80.75,80.75,255.91,255.91,255.91,255.91
-2.29,321.53,321.53,319.46,319.46,319.46,319.46,319.46,319.46,319.46,319.46,319.46,319.46,319.46,319.46,319.46,319.46,319.46,319.46,319.46
-5.05,321.53,321.53,321.53,321.53,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61
942.47,942.47,942.47,942.47,942.47,942.47,942.47,942.47,942.47,942.47,942.47,942.47,942.47,942.47,942.47,942.47,942.47,942.47,942.47,942.47
-3.24,-3.24,-3.24,321.53,321.53,321.53,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61,1618.61
-8.64,321.53,321.53,321.53,321.53,321.53,321.53,321.53,321.53,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75
80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,319.46,319.46,319.46,319.46,319.46,319.46,319.46,319.46,319.46,319.46
363.61,363.61,363.61,363.61,363.61,363.61,363.61,363.61,363.61,363.61,363.61,3908.33,3908.33,3908.33,3908.33,3908.33,3908.33,3908.33,3908.33,3908.33
