507.38,641.57,1744.73,1744.73,1744.73,1744.73,1744.73,1744.73,1744.73,1744.73,1744.73,1744.73,1744.73,1744.73,1744.73,1744.73,1744.73,1744.73,1744.73,1744.73
702.69,702.69,702.69,702.69,1079.95,1079.95,1079.95,2245.91,2245.91,2245.91,2245.91,2245.91,2245.91,2245.91,2245.91,2245.91,2245.91,2245.91,2245.91,2245.91
415.07,415.07,1169.58,1169.58,1169.58,1169.58,1169.58,1169.58,1169.58,1169.58,1169.58,1169.58,1169.58,1169.58,1169.58,1169.58,1169.58,1169.58,1169.58,1169.58
-29.04,451.26,555.22,555.22,663.68,663.68,1323.06,1323.06,1038.07,1038.07,1038.07,2245.91,2245.91,2245.91,2245.91,2245.91,2245.91,2245.91,2245.91,2245.91
2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21
921.67,921.67,921.67,921.67,921.67,921.67,921.67,921.67,921.67,921.67,921.67,921.67,921.67,921.67,921.67,921.67,921.67,921.67,921.67,2629.21
894.32,894.32,894.32,894.32,894.32,894.32,894.32,894.32,1149.03,1149.03,1149.03,1149.03,1149.03,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21
402.17,473.7,473.7,706.25,894.32,894.32,894.32,978.17,978.17,978.17,978.17,978.17,978.17,978.17,1149.03,1149.03,1149.03,1149.03,1149.03,1169.58
80.42,663.56,663.56,663.56,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21,2629.21
114.34,771.33,894.32,978.17,978.17,978.17,978.17,978.17,978.17,978.17,978.17,978.17,978.17,978.17,1149.03,1149.03,1149.03,1149.03,1149.03,1149.03
