997.47,997.47,997.47,997.47,997.47,997.47,997.47,997.47,997.47,997.47,997.47,997.47,997.47,997.47,1859.62,1859.62,1859.62,1859.62,1859.62,1859.62
1446.62,1446.62,1446.62,1446.62,1446.62,1446.62,1446.62,1236.71,1236.71,1236.71,1236.71,1236.71,1236.71,1236.71,1236.71,1236.71,1236.71,1236.71,1236.71,1236.71
593.5,348.42,1312.48,997.47,997.47,997.47,997.47,997.47,1628.7,1628.7,1628.7,1628.7,1628.7,1628.7,1628.7,1636.55,1636.55,1636.55,1636.55,1636.55
1551.87,1551.87,1551.87,1551.87,1333.92,1333.92,1859.62,1859.62,1859.62,1859.62,1859.62,1859.62,1859.62,1859.62,1859.62,1859.62,1859.62,1859.62,1859.62,1859.62
1206.25,1206.25,1206.25,1206.25,1206.25,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41
238.92,348.42,1312.48,1101.2,1101.2,1101.2,1101.2,1101.2,1101.2,1101.2,1101.2,1101.2,1101.2,1101.2,1101.2,1101.2,1101.2,1101.2,1101.2,1101.2
66.92,611.43,1354.69,1354.69,1354.69,1354.69,1354.69,1354.69,1236.71,1236.71,1236.71,1236.71,1236.71,1236.71,1236.71,1859.62,1859.62,1859.62,1859.62,1859.62
937.2,937.2,880.14,880.14,880.14,983.58,983.58,823.62,823.62,468.2,468.2,1057.12,1057.12,1057.12,1057.12,1057.12,1057.12,1628.7,1628.7,1628.7
460.74,348.42,1255.19,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41,1588.41
804.12,611.43,946.56,946.56,946.56,946.56,946.56,946.56,946.56,1236.71,1236.71,1236.71,1236.71,1236.71,1236.71,1236.71,1236.71,1236.71,1236.71,1236.71
